,0,1,2,y,D
0,-0.24812216377050603,1.4102666036161968,0.34592472717095246,5.2068323055170085,0
1,-1.298502752538018,0.4018302223371523,0.29686448237769286,1.6995669352944942,0
2,-0.018833223472466486,0.6410460174140639,-1.828387819856349,1.517512604686575,1
3,-1.0433300607482812,1.0741118334193172,-0.20062008773176018,0.1413945945135835,1
4,0.3647262782452695,4.434386131148348,-0.27314467758435257,86.12682395216848,0
5,-0.7824518328931533,-0.5311881386453348,1.3387759076089605,2.4435238541586,1
6,-0.537833381668172,0.21193698877039358,-0.44785842487499944,1.0464258317495536,0
7,0.9610093266999229,-3.633186136077559,-0.08347207037336603,-0.5543192385955799,0
8,-1.4150156316870282,2.1079817201520656,0.14082897209750284,5.50241604899903,0
9,0.5865997044632417,-0.44807370300593957,-1.1956258556856274,0.31716304263283246,1
10,-1.0349696439235923,-3.4683219493308814,0.1423838370071635,2.064566738628753,1
11,1.2760701767506626,-0.6163671785541937,0.12525777274297475,1.4066558275166838,0
12,0.5017499935672624,-2.996028151882334,-0.6922796021382646,-0.3571881326957599,1
13,-0.0009290767179778616,0.7637299565917338,-0.8669210472423465,2.438973833995944,0
14,-0.3031316984404729,-0.1121691425568589,0.1586070539691335,2.727814887448054,1
15,0.30328348144062606,0.6448038903307798,-0.38985583670597884,3.086309601323892,0
16,0.31833130917388675,-1.2205728594260934,-0.6400046589207898,0.8741031383466338,0
17,0.3507433366980535,-3.2487370849081048,-0.27899738072935343,-0.9836056394314023,1
18,-0.011634105288814258,-3.1234710527270333,-0.5143870923673922,-0.01391026399248596,1
19,-0.5457923155999227,-0.004555063443099586,0.2842343891073088,1.2537736501876877,1
20,0.653053105785872,2.3078842319821287,-0.03736690451907491,12.497610373446303,0
21,0.7651529244067529,-1.1644159788696626,-0.633886139179194,2.691934084942621,1
22,-0.19785677464888032,-0.6172039411709078,-0.7313699135794427,-0.557553233338792,1
23,-0.9974247198398271,1.5714682892167162,-0.7994722585722094,1.5928996890141878,1
24,-1.6830791799909546,2.528066455944552,1.3286879451043239,10.245295411161234,0
25,1.1124154643685507,-0.15499482263428546,0.3609191086346046,4.5429645257922635,0
26,-0.7534241542058533,-0.920409127739344,0.4502416206586235,0.6278520531956673,0
27,-0.440987050274471,1.7845392386513332,0.5852683495770123,6.091323046885378,0
28,-1.3399568204709824,-0.23319213530334829,0.572180679910326,0.24465585484245123,0
29,-1.872389781650931,0.4445543613840088,-0.3121245319482342,1.0130172670710698,1
30,-0.5777378547389411,-2.5331883126381594,-0.5265327176504898,-0.9352451433215039,1
31,-0.4980041388275148,3.6582832974881305,-0.4998987792568552,37.998972649959335,0
32,-1.3576102158828087,3.413991946555836,1.6666663589784132,27.754726687988306,0
33,0.7802875513451052,1.8578308464415392,1.004296266096347,9.031474713034108,0
34,-0.313415592213028,-0.5900688505994077,0.8055296608433429,0.754737073583096,0
35,-0.2127070121110262,-0.35338162864618644,0.7427945627558626,0.2625067565650314,0
36,0.7808329355405589,0.8656958963862353,-0.0987346883826864,3.3779868995573197,0
37,0.05526846952628154,2.5646548254662407,-0.22784392063901937,12.637125888651617,0
38,-1.1186641548164555,-1.0581076132754694,0.913523377737362,2.3433484650121414,1
39,0.5722498712399017,0.8822984569246691,0.14504146108143842,4.389500339523687,0
40,0.05926911116882832,-1.2756942556951114,-0.4207077367151627,0.7712808941892249,1
41,-0.7123960498468135,1.1712273668227118,0.057091207075625115,4.472197511782985,1
42,0.3719588483148478,0.856319007436333,-1.2223825518680052,3.0205022688045036,0
43,-0.1328011913416747,0.8099186538085116,0.4646587596473773,3.1452092781214094,0
44,-1.719052274309604,4.277621956971555,-0.21084359717720208,67.56618905969951,0
45,0.5305694644356639,2.256153810939108,-0.6043944258846369,10.536957824520101,0
46,-1.4519058235315252,-0.3912435120826868,0.00018891567098908613,0.7568045683847369,1
47,0.2033994799924895,-1.5408409709880835,-0.4805880642576644,1.3099243926626374,1
48,0.1946889000780256,2.223027594157578,-0.9706566820073181,11.301907062842876,0
49,0.9551477427353997,-0.6951382233102984,1.0581934943037716,0.794899782199405,0
50,-0.6556586897017997,1.7239055881252046,-0.7058860781777656,4.253049392547367,0
51,0.13963607888472027,1.676221290783914,-1.2110127823793653,3.5265008797606487,0
52,-0.433743456652693,2.189040813024738,0.7184578716192926,9.620949947006453,0
53,-0.9056158291397364,0.45413802894243527,-0.1599037930332925,1.449689278686453,1
54,-0.35446004714011353,-2.04293466820929,-0.36284914830095716,2.6822269606993876,1
55,0.5818775051883506,-1.2177794533212487,-0.14441510546540015,0.33398921725251396,1
56,1.0257087726654865,-0.4780277875207725,-0.799127586774215,2.279546135231715,1
57,-0.09231099358899535,-4.268354327309716,-0.9326742217296771,1.0081849433569015,1
58,0.164077496760246,-2.081688992763154,-0.4990660861006729,1.8301989855975611,1
59,0.5327735564169289,3.064073741707783,-0.12096203261857327,22.877275824717184,0
60,1.0219147938597508,0.10740697135820551,0.005917719638126916,2.1523025722970615,0
61,-0.3496311141854778,-0.4092394689108084,0.7233919318199787,3.392834162959047,1
62,-1.824550445632629,3.8257565914569778,0.22972544758449173,41.076021936990124,0
63,-0.6149222918044878,-0.5867082058274325,0.7048596786286954,2.913257858285202,1
64,1.0167403730106468,1.4226179467405002,-0.4328297646482946,7.684095786742749,1
65,0.010368155323698027,-1.4163161192224636,-0.01674050822529915,1.8600644476557815,1
66,-0.37119776351750206,1.6684451838572112,0.6217939903884829,5.800417400555546,0
67,0.7861115630899677,-0.7431215342894294,-0.5384456313582752,1.182108149528773,1
68,0.21781270574929115,-0.02930668661332606,1.5256116279787362,3.6425917167476785,0
69,0.6677075929896631,0.04965079059204442,-0.4828632886732523,3.0853788652266676,1
70,-0.5556049809776306,-0.9705889833150211,-0.8572568410608798,0.20980394510315636,1
71,-0.08911024161945928,0.10115282850072957,0.19197857296452425,1.3915246291375283,0
72,0.06463145565415941,-1.1134664877105103,-0.9877290764009647,3.066096796238479,1
73,0.6717173582233797,-0.8300071256666899,0.09090461251619307,3.4082017705757517,1
74,0.12051791214897481,-2.2265045302748177,1.1054975903434807,2.7210838176838,1
75,0.5148066886287352,-3.8970734330881065,0.45349059027876,1.1784346564759078,1
76,0.48658380372808774,-1.1329020383367046,-0.22073645053819163,-0.5111834830827647,0
77,-0.03687559785716925,-0.5520795310451442,-1.152859799057283,1.3603423384563507,1
78,-1.3898525088983085,1.9697707320208233,-0.16450050487480775,5.363063768336361,0
79,-0.03713612828824755,-2.8186605542183183,-0.28257963295544564,0.4379861312403913,1
80,0.3502925988377309,0.3273438234754184,0.3534497121598156,3.4528838813646683,1
81,0.01552768822909341,1.3624341840653889,-1.0402955519606023,5.37864138896156,1
82,-0.20271870855261348,-3.0637217982314255,-0.6488882164077003,1.8164360742550434,1
83,0.6129681409394427,-0.8592311177894739,-0.2193341644998631,1.3848277904610655,1
84,0.6177046171741513,-3.618009320323915,0.29759089142790585,-0.22768809516904076,1
85,0.22971342578125953,0.21158085987520442,-0.0204802989147353,1.4938383419593786,0
86,2.4200559070720487,1.1891832172209416,0.48471114232552914,6.2563170206149366,0
87,0.28162291402766104,0.8097823033712667,-0.40878622602706605,4.953992974271625,1
88,-0.5269785187127374,0.8846976028987515,-1.2885664270191066,3.408926955385801,1
89,-0.3772537231738313,3.884203385616543,0.7013051925091526,47.3476515755267,0
90,-0.8796546978062703,-1.5011325719217792,0.5732862556990959,0.683606863106213,1
91,0.8647495900268264,1.3134633855755353,0.5008262984620001,5.112838983981783,0
92,-1.3642999937035247,1.0816729602921562,-0.0067831017966957724,0.46793067413352546,0
93,-1.8355844627650801,-1.2521287776304804,-0.053506701324493484,0.34669081891209946,1
94,-0.801703646317367,-0.41351868484917087,0.36871222546585763,1.6232127927213094,1
95,0.1930682602852483,1.1516152444163414,0.1482124486540264,4.098769788490225,0
96,-0.8576684996910702,-2.6724938986191806,0.325540844717954,3.2855721346355695,1
97,-0.3847651181893821,-1.3731129933271926,-0.13597994767087082,-0.6341112795093234,1
98,1.6280446240275044,-2.2731269338348614,0.007768251985305314,0.14918341647670053,0
99,0.39476992779259973,-0.25081189916805885,0.634537784511239,1.8872367405191781,0
100,0.8485440359421255,-2.0023756517823523,-0.4924206940910317,0.5699606850315144,1
101,-0.06295990124525144,0.17446441810332572,-0.18807205690353512,2.7071626060783593,0
102,-0.057303047824385715,-0.11739336480603499,-0.48512366443801114,1.9037056135815962,1
103,-0.13660284027645586,-1.5749704615780609,-0.5204243056463839,-0.33330156668094846,1
104,0.589490676407895,-2.1134550311008553,-0.2355189348454605,-0.5733805269608153,1
105,-0.0044123705494805215,4.325227857033585,0.49761193346526983,78.20744694928233,0
106,0.8311541029086869,1.5805722892908405,0.1916683629030664,7.346755103296989,0
107,2.5613734876454366,-1.807335668095293,-0.40220505019439595,1.5707941900245808,1
108,0.08892583155634151,-3.3501267574420823,-0.3825815388924254,-0.029038671152103568,1
109,-1.4705159860729577,2.924513715704164,0.08103292600114394,17.765170317589874,0
110,1.0591127453336902,-1.1173959932452615,-0.6417549232113653,0.9958039625442792,1
111,0.4069587137737628,-0.4656462310345551,-0.013996976449694115,0.8699707148979329,0
112,-0.6298107490405054,1.0075478646260896,-0.359492515959092,1.5527141145183694,0
113,-0.7164533906803989,-2.8890894446820203,-0.12056887535253911,0.9222093847340131,1
114,0.2063420573227725,-1.1857229878831979,-1.3318418792964204,0.833380920191111,1
115,0.6636861896588225,-0.8053724884793372,0.23756319514755256,0.4421238439558435,0
116,-0.02876580936197023,1.3229262998068259,0.617854099078443,4.299129289169967,0
117,-0.06561916914515876,0.639082463854949,0.11173272810423661,3.853791670570325,0
118,0.30581352294327335,-0.30501069795259245,-0.28553098095347884,-1.2152957838305067,0
119,-0.05880235315962529,-2.164746311312986,-0.596804354440033,0.7199860575039454,1
120,-0.0789980876972481,1.6035661355868103,-0.000989957474425328,3.6565702045765662,0
121,-1.0051151971909038,0.7875943924736287,-0.7898632417027471,3.291534245076061,1
122,-0.9807919866549245,-0.5538764561242007,-0.8353035276929806,-0.37490335084536436,1
123,1.3673016446729824,1.0184328878854103,-1.247914224344051,2.9851728986807937,0
124,1.0341628959476277,0.28458251795469264,-1.0748464825186663,2.1441507101271315,0
125,-0.7321863637691802,-2.9716708336783695,0.4933335582418917,3.585118511650432,1
126,-0.0974971295185675,1.0789683148564835,-0.25911949619879787,2.927113188681429,1
127,0.5928096424471523,-2.9861260037843036,-0.6298571822420135,0.4897943774888641,1
